last_name, first_name,player_id,year,r_total_caught_stealing,r_total_stolen_base,r_caught_stealing_2b,r_caught_stealing_3b,r_caught_stealing_home,r_pickoff_1b,r_pickoff_2b,r_pickoff_3b,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_home,r_total_pickoff,n_bolts,hp_to_1b,sprint_speed,
Mejia, Francisco,642336,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,27.5,
Sierra, Magneuris,642423,2017,2,2,2,0,0,1,0,0,2,0,0,1,15,3.91,30.6,
Cordoba, Allen,642707,2017,2,2,2,0,0,0,0,0,2,0,0,0,15,4.17,29.3,
Rosario, Amed,642708,2017,3,7,2,0,1,0,0,0,7,0,0,0,26,4.04,30.1,
Benintendi, Andrew,643217,2017,5,20,5,0,0,0,0,0,16,4,0,0,3,4.21,28.3,
Brault, Steven,643230,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Cooper, Garrett,643265,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,27.6,
Godley, Zack,643327,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,26.9,
Granite, Zack,643335,2017,2,2,2,0,0,0,0,0,2,0,0,0,11,4.08,28.9,
Kemp, Tony,643393,2017,0,1,0,0,0,0,0,0,1,0,0,0,,,26.7,
Leiter Jr., Mark,643410,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,23.4,
Tauchman, Mike,643565,2017,2,1,2,0,0,1,0,0,1,0,0,1,,,28.4,
White, Tyler,643603,2017,1,0,1,0,0,0,0,0,0,0,0,0,,,26.7,
Albies, Ozzie,645277,2017,1,8,1,0,0,1,0,0,7,1,0,1,10,4.16,28.7,
Robles, Victor,645302,2017,1,0,1,0,0,0,0,0,0,0,0,0,12,,30.9,
Devers, Rafael,646240,2017,1,3,1,0,0,1,0,0,2,1,0,1,,4.27,27.9,
Diaz, Aledmys,649557,2017,1,4,1,0,0,1,0,0,3,1,0,1,,4.2,28.6,
Diaz, Yandy,650490,2017,0,2,0,0,0,0,0,0,2,0,0,0,,4.38,27.5,
Allen, Greg,656185,2017,0,1,0,0,0,0,0,0,1,0,0,0,5,,28.7,
Chapman, Matt,656305,2017,3,0,2,1,0,1,0,1,0,0,0,2,1,4.34,28.7,
Hoffman, Jeff,656546,2017,0,0,0,0,0,1,0,0,0,0,0,1,,,25.8,
Hoskins, Rhys,656555,2017,0,2,0,0,0,0,0,0,2,0,0,0,,4.49,26.1,
Luplow, Jordan,656669,2017,1,0,1,0,0,0,0,0,0,0,0,0,,4.37,28.2,
Newcomb, Sean,656794,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,22.1,
Schwarber, Kyle,656941,2017,1,1,0,1,0,0,0,0,1,0,0,0,,4.32,26.9,
Verdugo, Alex,657077,2017,1,0,1,0,0,1,0,0,0,0,0,1,,,24.3,
Zagunis, Mark,657145,2017,0,2,0,0,0,0,0,0,2,0,0,0,,,28.2,
DeJong, Paul,657557,2017,0,1,0,0,0,0,0,0,1,0,0,0,,4.31,28.4,
Lamet, Dinelson,659275,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,26.4,
Moncada, Yoan,660162,2017,2,3,2,0,0,0,0,0,3,0,0,0,9,4.22,28.9,
Happ, Ian,664023,2017,4,8,4,0,0,1,0,0,8,0,0,1,3,4.19,28.9,
Bader, Harrison,664056,2017,1,2,1,0,0,0,0,0,2,0,0,0,16,4.08,30.1,
Stevenson, Andrew,664057,2017,0,1,0,0,0,0,0,0,1,0,0,0,7,4.11,29.2,
Hwang, Jae-Gyun,666561,2017,0,0,0,0,0,0,0,0,0,0,0,0,,4.32,28.4,
Hays, Austin,669720,2017,0,0,0,0,0,0,0,0,0,0,0,0,,4.23,28.9,
